"","Product","Harvest.Year","Harvest.Season","Grow.Out.Method","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Scallop0","Scallop1","Scallop2","Scallop3","Scallop4","Scallop5","Scallop6","Scallop7","Scallop8","Scallop9","Scallop10","Discount.Rate","Sea.Days"
"287",110000,"3-4 Years","February-April","Ear Hanging",372139.02,170955.03,304410.67,206767.54,200105.71,200105.71,200105.71,200105.71,200105.71,200105.71,200105.71,0,0,0,2060014.57,2060014.57,2060014.57,2060014.57,2060014.57,2060014.57,2060014.57,2060014.57,0.12,71
"288",120000,"3-4 Years","February-April","Ear Hanging",380451.11,175272.29,308729.83,212866.17,205595.9,205595.9,205595.9,205595.9,205595.9,205595.9,205595.9,0,0,0,2247285.97,2247285.97,2247285.97,2247285.97,2247285.97,2247285.97,2247285.97,2247285.97,0.12,77
"289",130000,"3-4 Years","February-April","Ear Hanging",381063.66,177097.7,310897.96,216812.07,208943.72,208943.72,208943.72,208943.72,208943.72,208943.72,208943.72,0,0,0,2434557.37,2434557.37,2434557.37,2434557.37,2434557.37,2434557.37,2434557.37,2434557.37,0.12,80
"290",140000,"3-4 Years","February-April","Ear Hanging",381645.41,180684.62,314486.77,222180.36,213703.56,213703.56,213703.56,213703.56,213703.56,213703.56,213703.56,0,0,0,2621828.77,2621828.77,2621828.77,2621828.77,2621828.77,2621828.77,2621828.77,2621828.77,0.12,86
"291",150000,"3-4 Years","February-April","Ear Hanging",390576.3,183828.37,317985.33,228281.8,219196.55,219196.55,219196.55,219196.55,219196.55,219196.55,219196.55,0,0,0,2809100.17,2809100.17,2809100.17,2809100.17,2809100.17,2809100.17,2809100.17,2809100.17,0.12,92
"292",160000,"3-4 Years","February-April","Ear Hanging",391158.04,185650.97,320444.67,232518.9,222835.57,222835.57,222835.57,222835.57,222835.57,222835.57,222835.57,0,0,0,2996371.57,2996371.57,2996371.57,2996371.57,2996371.57,2996371.57,2996371.57,2996371.57,0.12,96
"293",170000,"3-4 Years","February-April","Ear Hanging",391770.59,189240.69,324036.28,237889.99,227598.21,227598.21,227598.21,227598.21,227598.21,227598.21,227598.21,0,0,0,3183642.97,3183642.97,3183642.97,3183642.97,3183642.97,3183642.97,3183642.97,3183642.97,0.12,102
"294",180000,"3-4 Years","February-April","Ear Hanging",392352.34,191063.3,326213.7,241846.89,230946.66,230946.66,230946.66,230946.66,230946.66,230946.66,230946.66,0,0,0,3370943.54,3370943.54,3370943.54,3370943.54,3370943.54,3370943.54,3370943.54,3370943.54,0.12,105
"295",190000,"3-4 Years","February-April","Ear Hanging",400695.23,195383.36,331535.51,248948.18,237439.51,237439.51,237439.51,237439.51,237439.51,237439.51,237439.51,0,0,0,3558214.94,3558214.94,3558214.94,3558214.94,3558214.94,3558214.94,3558214.94,3558214.94,0.12,112
"296",200000,"3-4 Years","February-April","Ear Hanging",402158.98,198087.97,334523.91,254184.82,242078.06,242078.06,242078.06,242078.06,242078.06,242078.06,242078.06,0,0,0,3745486.34,3745486.34,3745486.34,3745486.34,3745486.34,3745486.34,3745486.34,3745486.34,0.12,120
"297",210000,"3-4 Years","February-April","Ear Hanging",403241.99,202148.16,339879.85,261320.23,248605.03,248605.03,248605.03,248605.03,248605.03,248605.03,248605.03,0,0,0,3932757.74,3932757.74,3932757.74,3932757.74,3932757.74,3932757.74,3932757.74,3932757.74,0.12,129
"298",220000,"3-4 Years","February-April","Ear Hanging",403823.74,203970.76,342057.26,266100.53,252776.87,252776.87,252776.87,252776.87,252776.87,252776.87,252776.87,0,0,0,4120029.14,4120029.14,4120029.14,4120029.14,4120029.14,4120029.14,4120029.14,4120029.14,0.12,133
"299",230000,"3-4 Years","February-April","Ear Hanging",412166.63,208290.82,346367.13,272188.16,258266.43,258266.43,258266.43,258266.43,258266.43,258266.43,258266.43,0,0,0,4307300.54,4307300.54,4307300.54,4307300.54,4307300.54,4307300.54,4307300.54,4307300.54,0.12,139
"300",240000,"3-4 Years","February-April","Ear Hanging",412748.38,210113.43,348544.55,276145.06,261614.88,261614.88,261614.88,261614.88,261614.88,261614.88,261614.88,0,0,0,4494571.94,4494571.94,4494571.94,4494571.94,4494571.94,4494571.94,4494571.94,4494571.94,0.12,142
"301",250000,"3-4 Years","February-April","Ear Hanging",413948.93,212526.83,350312.92,279692.91,264554.28,264554.28,264554.28,264554.28,264554.28,264554.28,264554.28,0,0,0,4681843.34,4681843.34,4681843.34,4681843.34,4681843.34,4681843.34,4681843.34,4681843.34,0.12,146
"302",260000,"3-4 Years","February-April","Ear Hanging",422261.02,216844.1,355913.84,287071.6,271334.88,271334.88,271334.88,271334.88,271334.88,271334.88,271334.88,0,0,0,4869114.74,4869114.74,4869114.74,4869114.74,4869114.74,4869114.74,4869114.74,4869114.74,0.12,154
"303",270000,"3-4 Years","February-April","Ear Hanging",422873.57,218669.5,358094.06,291031.3,274686.14,274686.14,274686.14,274686.14,274686.14,274686.14,274686.14,0,0,0,5056386.14,5056386.14,5056386.14,5056386.14,5056386.14,5056386.14,5056386.14,5056386.14,0.12,157
"304",280000,"3-4 Years","February-April","Ear Hanging",423455.32,222256.42,361682.87,296399.59,279445.98,279445.98,279445.98,279445.98,279445.98,279445.98,279445.98,0,0,0,5243657.54,5243657.54,5243657.54,5243657.54,5243657.54,5243657.54,5243657.54,5243657.54,0.12,163
"305",290000,"3-4 Years","February-April","Ear Hanging",424949.86,224963.83,365673.93,303462.28,285910.59,285910.59,285910.59,285910.59,285910.59,285910.59,285910.59,0,0,0,5430928.94,5430928.94,5430928.94,5430928.94,5430928.94,5430928.94,5430928.94,5430928.94,0.12,173
"306",300000,"3-4 Years","February-April","Ear Hanging",433261.95,229281.09,370992.94,310560.77,292400.63,292400.63,292400.63,292400.63,292400.63,292400.63,292400.63,0,0,0,5618229.51,5618229.51,5618229.51,5618229.51,5618229.51,5618229.51,5618229.51,5618229.51,0.12,180
"307",310000,"3-4 Years","February-April","Ear Hanging",434344.97,231576.96,372937.77,314285.08,295516.49,295516.49,295516.49,295516.49,295516.49,295516.49,295516.49,0,0,0,5805500.91,5805500.91,5805500.91,5805500.91,5805500.91,5805500.91,5805500.91,5805500.91,0.12,184
"308",320000,"3-4 Years","February-April","Ear Hanging",434926.72,233399.57,375103.11,318228.18,298861.51,298861.51,298861.51,298861.51,298861.51,298861.51,298861.51,0,0,0,5992772.31,5992772.31,5992772.31,5992772.31,5992772.31,5992772.31,5992772.31,5992772.31,0.12,187
"309",330000,"3-4 Years","February-April","Ear Hanging",435539.26,236989.29,379694.57,324599.13,304624.01,304624.01,304624.01,304624.01,304624.01,304624.01,304624.01,0,0,0,6180043.71,6180043.71,6180043.71,6180043.71,6180043.71,6180043.71,6180043.71,6180043.71,0.12,194
"310",340000,"3-4 Years","February-April","Ear Hanging",444439.35,240130.23,382190.48,328874.51,308290.95,308290.95,308290.95,308290.95,308290.95,308290.95,308290.95,0,0,0,6367315.11,6367315.11,6367315.11,6367315.11,6367315.11,6367315.11,6367315.11,6367315.11,0.12,198
"311",350000,"3-4 Years","February-April","Ear Hanging",445051.9,243719.96,386781.94,335245.46,314053.45,314053.45,314053.45,314053.45,314053.45,314053.45,314053.45,0,0,0,6554586.51,6554586.51,6554586.51,6554586.51,6554586.51,6554586.51,6554586.51,6554586.51,0.12,205
"312",360000,"3-4 Years","February-April","Ear Hanging",445633.65,245542.56,388241.42,339306.1,317516.01,317516.01,317516.01,317516.01,317516.01,317516.01,317516.01,0,0,0,6741857.91,6741857.91,6741857.91,6741857.91,6741857.91,6741857.91,6741857.91,6741857.91,0.12,209
"313",370000,"3-4 Years","February-April","Ear Hanging",453976.54,249862.63,393563.23,346407.39,324008.85,324008.85,324008.85,324008.85,324008.85,324008.85,324008.85,0,0,0,6929129.31,6929129.31,6929129.31,6929129.31,6929129.31,6929129.31,6929129.31,6929129.31,0.12,216
"314",380000,"3-4 Years","February-April","Ear Hanging",454558.29,251685.23,395740.65,350364.29,327357.3,327357.3,327357.3,327357.3,327357.3,327357.3,327357.3,0,0,0,7116400.71,7116400.71,7116400.71,7116400.71,7116400.71,7116400.71,7116400.71,7116400.71,0.12,219
"315",390000,"3-4 Years","February-April","Ear Hanging",456052.84,256156.96,401143.11,358014.97,334409.91,334409.91,334409.91,334409.91,334409.91,334409.91,334409.91,0,0,0,7303672.11,7303672.11,7303672.11,7303672.11,7303672.11,7303672.11,7303672.11,7303672.11,0.12,231
"316",400000,"3-4 Years","February-April","Ear Hanging",456634.59,257979.56,403320.53,361971.87,337758.36,337758.36,337758.36,337758.36,337758.36,337758.36,337758.36,0,0,0,7490943.51,7490943.51,7490943.51,7490943.51,7490943.51,7490943.51,7490943.51,7490943.51,0.12,234
"337",50000,"2-3 Years","May-July","Ear Hanging",351619.78,153658.02,293596.11,170764.23,170764.23,170764.23,170764.23,170764.23,170764.23,170764.23,170764.23,0,0,635594.19,635594.19,635594.19,635594.19,635594.19,635594.19,635594.19,635594.19,635594.19,0.12,36
"338",60000,"2-3 Years","May-July","Ear Hanging",359931.87,156210.96,298268.19,174827.87,174827.87,174827.87,174827.87,174827.87,174827.87,174827.87,174827.87,0,0,762698.86,762698.86,762698.86,762698.86,762698.86,762698.86,762698.86,762698.86,762698.86,0.12,40
"339",70000,"2-3 Years","May-July","Ear Hanging",360513.62,159797.89,304491.55,180453.15,180453.15,180453.15,180453.15,180453.15,180453.15,180453.15,180453.15,0,0,889821.24,889821.24,889821.24,889821.24,889821.24,889821.24,889821.24,889821.24,889821.24,0.12,47
"340",80000,"2-3 Years","May-July","Ear Hanging",361095.37,161620.49,309139.15,184492.3,184492.3,184492.3,184492.3,184492.3,184492.3,184492.3,184492.3,0,0,1016943.62,1016943.62,1016943.62,1016943.62,1016943.62,1016943.62,1016943.62,1016943.62,1016943.62,0.12,51
"341",90000,"2-3 Years","May-July","Ear Hanging",361646.32,163440.3,311960.7,186705.4,186705.4,186705.4,186705.4,186705.4,186705.4,186705.4,186705.4,0,0,1144066,1144066,1144066,1144066,1144066,1144066,1144066,1144066,1144066,0.12,53
"342",100000,"2-3 Years","May-July","Ear Hanging",363110.07,167909.22,319536.53,193683.15,193683.15,193683.15,193683.15,193683.15,193683.15,193683.15,193683.15,0,0,1271170.67,1271170.67,1271170.67,1271170.67,1271170.67,1271170.67,1271170.67,1271170.67,1271170.67,0.12,64
"343",110000,"2-3 Years","May-July","Ear Hanging",371892.62,170932.63,325678.93,199217.1,199217.1,199217.1,199217.1,199217.1,199217.1,199217.1,199217.1,0,0,1398293.05,1398293.05,1398293.05,1398293.05,1398293.05,1398293.05,1398293.05,1398293.05,1398293.05,0.12,70
"344",120000,"2-3 Years","May-July","Ear Hanging",372474.37,174519.55,330914.52,203844.25,203844.25,203844.25,203844.25,203844.25,203844.25,203844.25,203844.25,0,0,1525415.43,1525415.43,1525415.43,1525415.43,1525415.43,1525415.43,1525415.43,1525415.43,1525415.43,0.12,76
"345",130000,"2-3 Years","May-July","Ear Hanging",373025.32,176339.36,335547.24,207878.88,207878.88,207878.88,207878.88,207878.88,207878.88,207878.88,207878.88,0,0,1652537.81,1652537.81,1652537.81,1652537.81,1652537.81,1652537.81,1652537.81,1652537.81,1652537.81,0.12,80
"346",140000,"2-3 Years","May-July","Ear Hanging",373607.07,179926.28,340782.83,212506.03,212506.03,212506.03,212506.03,212506.03,212506.03,212506.03,212506.03,0,0,1779642.48,1779642.48,1779642.48,1779642.48,1779642.48,1779642.48,1779642.48,1779642.48,1779642.48,0.12,86
"347",150000,"2-3 Years","May-July","Ear Hanging",374776.81,182336.88,345195.03,216309.78,216309.78,216309.78,216309.78,216309.78,216309.78,216309.78,216309.78,0,0,1906764.86,1906764.86,1906764.86,1906764.86,1906764.86,1906764.86,1906764.86,1906764.86,1906764.86,0.12,91
"348",160000,"2-3 Years","May-July","Ear Hanging",375358.56,184159.49,350124.55,220641.21,220641.21,220641.21,220641.21,220641.21,220641.21,220641.21,220641.21,0,0,2033887.24,2033887.24,2033887.24,2033887.24,2033887.24,2033887.24,2033887.24,2033887.24,2033887.24,0.12,96
"349",170000,"2-3 Years","May-July","Ear Hanging",383670.65,188476.75,356090.48,225998.7,225998.7,225998.7,225998.7,225998.7,225998.7,225998.7,225998.7,0,0,2160991.91,2160991.91,2160991.91,2160991.91,2160991.91,2160991.91,2160991.91,2160991.91,2160991.91,0.12,102
"350",180000,"2-3 Years","May-July","Ear Hanging",384221.6,190296.56,360735.28,230035.05,230035.05,230035.05,230035.05,230035.05,230035.05,230035.05,230035.05,0,0,2288114.29,2288114.29,2288114.29,2288114.29,2288114.29,2288114.29,2288114.29,2288114.29,2288114.29,0.12,106
"351",190000,"2-3 Years","May-July","Ear Hanging",384803.35,193883.48,366970.73,235662.05,235662.05,235662.05,235662.05,235662.05,235662.05,235662.05,235662.05,0,0,2415236.67,2415236.67,2415236.67,2415236.67,2415236.67,2415236.67,2415236.67,2415236.67,2415236.67,0.12,113
"352",200000,"2-3 Years","May-July","Ear Hanging",386267.1,196588.08,371135.46,239228.7,239228.7,239228.7,239228.7,239228.7,239228.7,239228.7,239228.7,0,0,2542359.05,2542359.05,2542359.05,2542359.05,2542359.05,2542359.05,2542359.05,2542359.05,2542359.05,0.12,119
"353",210000,"2-3 Years","May-July","Ear Hanging",387319.31,200645.47,378958.76,246443.56,246443.56,246443.56,246443.56,246443.56,246443.56,246443.56,246443.56,0,0,2669463.72,2669463.72,2669463.72,2669463.72,2669463.72,2669463.72,2669463.72,2669463.72,2669463.72,0.12,129
"354",220000,"2-3 Years","May-July","Ear Hanging",395600.6,203195.62,383510.51,250386.85,250386.85,250386.85,250386.85,250386.85,250386.85,250386.85,250386.85,0,0,2796586.1,2796586.1,2796586.1,2796586.1,2796586.1,2796586.1,2796586.1,2796586.1,2796586.1,0.12,132
"355",230000,"2-3 Years","May-July","Ear Hanging",396182.35,206782.54,389557.41,255835.68,255835.68,255835.68,255835.68,255835.68,255835.68,255835.68,255835.68,0,0,2923708.48,2923708.48,2923708.48,2923708.48,2923708.48,2923708.48,2923708.48,2923708.48,2923708.48,0.12,139
"356",240000,"2-3 Years","May-July","Ear Hanging",396764.1,208605.15,393381.61,259051.43,259051.43,259051.43,259051.43,259051.43,259051.43,259051.43,259051.43,0,0,3050830.86,3050830.86,3050830.86,3050830.86,3050830.86,3050830.86,3050830.86,3050830.86,3050830.86,0.12,142
"357",250000,"2-3 Years","May-July","Ear Hanging",397933.85,211015.75,396793.96,261855.33,261855.33,261855.33,261855.33,261855.33,261855.33,261855.33,261855.33,0,0,3177935.53,3177935.53,3177935.53,3177935.53,3177935.53,3177935.53,3177935.53,3177935.53,3177935.53,0.12,146
"358",260000,"2-3 Years","May-July","Ear Hanging",398484.79,214599.87,404131.92,268595.21,268595.21,268595.21,268595.21,268595.21,268595.21,268595.21,268595.21,0,0,3305057.91,3305057.91,3305057.91,3305057.91,3305057.91,3305057.91,3305057.91,3305057.91,3305057.91,0.12,155
"359",270000,"2-3 Years","May-July","Ear Hanging",399066.54,216422.48,407956.12,271810.96,271810.96,271810.96,271810.96,271810.96,271810.96,271810.96,271810.96,0,0,3432180.29,3432180.29,3432180.29,3432180.29,3432180.29,3432180.29,3432180.29,3432180.29,3432180.29,0.12,158
"360",280000,"2-3 Years","May-July","Ear Hanging",407378.63,220739.74,413922.06,277168.45,277168.45,277168.45,277168.45,277168.45,277168.45,277168.45,277168.45,0,0,3559302.67,3559302.67,3559302.67,3559302.67,3559302.67,3559302.67,3559302.67,3559302.67,3559302.67,0.12,164
"361",290000,"2-3 Years","May-July","Ear Hanging",408842.38,223444.35,419910.04,282558.35,282558.35,282558.35,282558.35,282558.35,282558.35,282558.35,282558.35,0,0,3686407.34,3686407.34,3686407.34,3686407.34,3686407.34,3686407.34,3686407.34,3686407.34,3686407.34,0.12,172
"362",300000,"2-3 Years","May-July","Ear Hanging",409424.13,227031.27,426145.49,288185.35,288185.35,288185.35,288185.35,288185.35,288185.35,288185.35,288185.35,0,0,3813529.72,3813529.72,3813529.72,3813529.72,3813529.72,3813529.72,3813529.72,3813529.72,3813529.72,0.12,179
"363",310000,"2-3 Years","May-July","Ear Hanging",410445.54,229321.54,430554.89,291986.3,291986.3,291986.3,291986.3,291986.3,291986.3,291986.3,291986.3,0,0,3940652.1,3940652.1,3940652.1,3940652.1,3940652.1,3940652.1,3940652.1,3940652.1,3940652.1,0.12,184
"364",320000,"2-3 Years","May-July","Ear Hanging",411027.29,231144.14,434367.01,295200.34,295200.34,295200.34,295200.34,295200.34,295200.34,295200.34,295200.34,0,0,4067774.48,4067774.48,4067774.48,4067774.48,4067774.48,4067774.48,4067774.48,4067774.48,4067774.48,0.12,187
"365",330000,"2-3 Years","May-July","Ear Hanging",419339.38,235461.41,441332.8,301557.69,301557.69,301557.69,301557.69,301557.69,301557.69,301557.69,301557.69,0,0,4194879.15,4194879.15,4194879.15,4194879.15,4194879.15,4194879.15,4194879.15,4194879.15,4194879.15,0.12,194
"366",340000,"2-3 Years","May-July","Ear Hanging",420509.13,237872.01,445568.54,305184.98,305184.98,305184.98,305184.98,305184.98,305184.98,305184.98,305184.98,0,0,4322001.53,4322001.53,4322001.53,4322001.53,4322001.53,4322001.53,4322001.53,4322001.53,4322001.53,0.12,199
"367",350000,"2-3 Years","May-July","Ear Hanging",421060.08,241456.14,451801.19,310809.18,310809.18,310809.18,310809.18,310809.18,310809.18,310809.18,310809.18,0,0,4449123.91,4449123.91,4449123.91,4449123.91,4449123.91,4449123.91,4449123.91,4449123.91,4449123.91,0.12,206
"368",360000,"2-3 Years","May-July","Ear Hanging",421641.83,243278.74,455730.85,314140.76,314140.76,314140.76,314140.76,314140.76,314140.76,314140.76,314140.76,0,0,4576228.58,4576228.58,4576228.58,4576228.58,4576228.58,4576228.58,4576228.58,4576228.58,4576228.58,0.12,210
"369",370000,"2-3 Years","May-July","Ear Hanging",422223.58,246865.66,461966.3,319767.76,319767.76,319767.76,319767.76,319767.76,319767.76,319767.76,319767.76,0,0,4703350.96,4703350.96,4703350.96,4703350.96,4703350.96,4703350.96,4703350.96,4703350.96,4703350.96,0.12,217
"370",380000,"2-3 Years","May-July","Ear Hanging",430535.67,249418.61,466520.84,323713.86,323713.86,323713.86,323713.86,323713.86,323713.86,323713.86,323713.86,0,0,4830473.34,4830473.34,4830473.34,4830473.34,4830473.34,4830473.34,4830473.34,4830473.34,4830473.34,0.12,220
"371",390000,"2-3 Years","May-July","Ear Hanging",431968.61,253884.73,473917.41,330512.34,330512.34,330512.34,330512.34,330512.34,330512.34,330512.34,330512.34,0,0,4957595.72,4957595.72,4957595.72,4957595.72,4957595.72,4957595.72,4957595.72,4957595.72,4957595.72,0.12,231
"372",400000,"2-3 Years","May-July","Ear Hanging",432550.36,255707.34,477741.61,333728.1,333728.1,333728.1,333728.1,333728.1,333728.1,333728.1,333728.1,0,0,5084700.39,5084700.39,5084700.39,5084700.39,5084700.39,5084700.39,5084700.39,5084700.39,5084700.39,0.12,234
"393",50000,"3-4 Years","May-July","Ear Hanging",359473.32,154399.56,284927.41,175787.42,172755.55,172755.55,172755.55,172755.55,172755.55,172755.55,172755.55,0,0,0,1162225.03,1162225.03,1162225.03,1162225.03,1162225.03,1162225.03,1162225.03,1162225.03,0.12,38
"394",60000,"3-4 Years","May-July","Ear Hanging",360085.87,156224.96,286401.77,179041.27,175400.94,175400.94,175400.94,175400.94,175400.94,175400.94,175400.94,0,0,0,1394647.83,1394647.83,1394647.83,1394647.83,1394647.83,1394647.83,1394647.83,1394647.83,0.12,41
"395",70000,"3-4 Years","May-July","Ear Hanging",360667.62,159811.89,290978.35,185395.61,181157.21,181157.21,181157.21,181157.21,181157.21,181157.21,181157.21,0,0,0,1627107.64,1627107.64,1627107.64,1627107.64,1627107.64,1627107.64,1627107.64,1627107.64,0.12,48
"396",80000,"3-4 Years","May-July","Ear Hanging",368979.71,162364.83,293886.12,190082.86,185236.01,185236.01,185236.01,185236.01,185236.01,185236.01,185236.01,0,0,0,1859530.44,1859530.44,1859530.44,1859530.44,1859530.44,1859530.44,1859530.44,1859530.44,0.12,51
"397",90000,"3-4 Years","May-July","Ear Hanging",369592.26,164190.24,295066.48,193042.7,187587.4,187587.4,187587.4,187587.4,187587.4,187587.4,187587.4,0,0,0,2091990.25,2091990.25,2091990.25,2091990.25,2091990.25,2091990.25,2091990.25,2091990.25,0.12,53
"398",100000,"3-4 Years","May-July","Ear Hanging",371056.01,168659.16,301465.99,202160.91,196107.53,196107.53,196107.53,196107.53,196107.53,196107.53,196107.53,0,0,0,2324413.05,2324413.05,2324413.05,2324413.05,2324413.05,2324413.05,2324413.05,2324413.05,0.12,67
"399",110000,"3-4 Years","May-July","Ear Hanging",372139.02,170955.03,304410.67,207708.46,201046.64,201046.64,201046.64,201046.64,201046.64,201046.64,201046.64,0,0,0,2556872.86,2556872.86,2556872.86,2556872.86,2556872.86,2556872.86,2556872.86,2556872.86,0.12,73
"400",120000,"3-4 Years","May-July","Ear Hanging",380451.11,175272.29,308729.83,213807.1,206536.82,206536.82,206536.82,206536.82,206536.82,206536.82,206536.82,0,0,0,2789295.66,2789295.66,2789295.66,2789295.66,2789295.66,2789295.66,2789295.66,2789295.66,0.12,79
"401",130000,"3-4 Years","May-July","Ear Hanging",381063.66,177097.7,310897.96,217753,209884.64,209884.64,209884.64,209884.64,209884.64,209884.64,209884.64,0,0,0,3021755.47,3021755.47,3021755.47,3021755.47,3021755.47,3021755.47,3021755.47,3021755.47,0.12,82
"402",140000,"3-4 Years","May-July","Ear Hanging",381645.41,180684.62,314486.77,223121.29,214644.49,214644.49,214644.49,214644.49,214644.49,214644.49,214644.49,0,0,0,3254178.27,3254178.27,3254178.27,3254178.27,3254178.27,3254178.27,3254178.27,3254178.27,0.12,88
"403",150000,"3-4 Years","May-July","Ear Hanging",390576.3,183828.37,317985.33,228399.33,219314.08,219314.08,219314.08,219314.08,219314.08,219314.08,219314.08,0,0,0,3486638.08,3486638.08,3486638.08,3486638.08,3486638.08,3486638.08,3486638.08,3486638.08,0.12,93
"404",160000,"3-4 Years","May-July","Ear Hanging",391158.04,185650.97,320444.67,232636.44,222953.1,222953.1,222953.1,222953.1,222953.1,222953.1,222953.1,0,0,0,3719060.88,3719060.88,3719060.88,3719060.88,3719060.88,3719060.88,3719060.88,3719060.88,0.12,97
"405",170000,"3-4 Years","May-July","Ear Hanging",391770.59,189240.69,324036.28,238007.53,227715.75,227715.75,227715.75,227715.75,227715.75,227715.75,227715.75,0,0,0,3951520.69,3951520.69,3951520.69,3951520.69,3951520.69,3951520.69,3951520.69,3951520.69,0.12,103
"406",180000,"3-4 Years","May-July","Ear Hanging",392352.34,191063.3,326213.7,241964.43,231064.2,231064.2,231064.2,231064.2,231064.2,231064.2,231064.2,0,0,0,4183943.49,4183943.49,4183943.49,4183943.49,4183943.49,4183943.49,4183943.49,4183943.49,0.12,106
"407",190000,"3-4 Years","May-July","Ear Hanging",400695.23,195383.36,331535.51,249065.72,237557.04,237557.04,237557.04,237557.04,237557.04,237557.04,237557.04,0,0,0,4416403.3,4416403.3,4416403.3,4416403.3,4416403.3,4416403.3,4416403.3,4416403.3,0.12,113
"408",200000,"3-4 Years","May-July","Ear Hanging",402158.98,198087.97,334523.91,254772.82,242666.06,242666.06,242666.06,242666.06,242666.06,242666.06,242666.06,0,0,0,4648826.1,4648826.1,4648826.1,4648826.1,4648826.1,4648826.1,4648826.1,4648826.1,0.12,122
"409",210000,"3-4 Years","May-July","Ear Hanging",403241.99,202148.16,339879.85,261908.23,249193.03,249193.03,249193.03,249193.03,249193.03,249193.03,249193.03,0,0,0,4881285.91,4881285.91,4881285.91,4881285.91,4881285.91,4881285.91,4881285.91,4881285.91,0.12,131
"410",220000,"3-4 Years","May-July","Ear Hanging",403823.74,203970.76,342057.26,266688.53,253364.87,253364.87,253364.87,253364.87,253364.87,253364.87,253364.87,0,0,0,5113708.71,5113708.71,5113708.71,5113708.71,5113708.71,5113708.71,5113708.71,5113708.71,0.12,135
"411",230000,"3-4 Years","May-July","Ear Hanging",412166.63,208290.82,346367.13,272776.16,258854.43,258854.43,258854.43,258854.43,258854.43,258854.43,258854.43,0,0,0,5346168.52,5346168.52,5346168.52,5346168.52,5346168.52,5346168.52,5346168.52,5346168.52,0.12,141
"412",240000,"3-4 Years","May-July","Ear Hanging",412748.38,210113.43,348544.55,276733.06,262202.88,262202.88,262202.88,262202.88,262202.88,262202.88,262202.88,0,0,0,5578591.32,5578591.32,5578591.32,5578591.32,5578591.32,5578591.32,5578591.32,5578591.32,0.12,144
"413",250000,"3-4 Years","May-July","Ear Hanging",413948.93,212526.83,350312.92,280280.91,265142.28,265142.28,265142.28,265142.28,265142.28,265142.28,265142.28,0,0,0,5811051.13,5811051.13,5811051.13,5811051.13,5811051.13,5811051.13,5811051.13,5811051.13,0.12,148
"414",260000,"3-4 Years","May-July","Ear Hanging",422261.02,216844.1,355913.84,287659.6,271922.88,271922.88,271922.88,271922.88,271922.88,271922.88,271922.88,0,0,0,6043473.93,6043473.93,6043473.93,6043473.93,6043473.93,6043473.93,6043473.93,6043473.93,0.12,156
"415",270000,"3-4 Years","May-July","Ear Hanging",422873.57,218669.5,358094.06,291619.3,275274.14,275274.14,275274.14,275274.14,275274.14,275274.14,275274.14,0,0,0,6275933.74,6275933.74,6275933.74,6275933.74,6275933.74,6275933.74,6275933.74,6275933.74,0.12,159
"416",280000,"3-4 Years","May-July","Ear Hanging",423455.32,222256.42,361682.87,296987.59,280033.98,280033.98,280033.98,280033.98,280033.98,280033.98,280033.98,0,0,0,6508356.54,6508356.54,6508356.54,6508356.54,6508356.54,6508356.54,6508356.54,6508356.54,0.12,165
"417",290000,"3-4 Years","May-July","Ear Hanging",424949.86,224963.83,365673.93,303697.35,286145.66,286145.66,286145.66,286145.66,286145.66,286145.66,286145.66,0,0,0,6740816.35,6740816.35,6740816.35,6740816.35,6740816.35,6740816.35,6740816.35,6740816.35,0.12,175
"418",300000,"3-4 Years","May-July","Ear Hanging",433261.95,229281.09,370992.94,310795.84,292635.7,292635.7,292635.7,292635.7,292635.7,292635.7,292635.7,0,0,0,6973276.16,6973276.16,6973276.16,6973276.16,6973276.16,6973276.16,6973276.16,6973276.16,0.12,182
"419",310000,"3-4 Years","May-July","Ear Hanging",434344.97,231576.96,372937.77,314520.15,295751.56,295751.56,295751.56,295751.56,295751.56,295751.56,295751.56,0,0,0,7205698.96,7205698.96,7205698.96,7205698.96,7205698.96,7205698.96,7205698.96,7205698.96,0.12,186
"420",320000,"3-4 Years","May-July","Ear Hanging",434926.72,233399.57,375103.11,318463.25,299096.58,299096.58,299096.58,299096.58,299096.58,299096.58,299096.58,0,0,0,7438158.77,7438158.77,7438158.77,7438158.77,7438158.77,7438158.77,7438158.77,7438158.77,0.12,189
"421",330000,"3-4 Years","May-July","Ear Hanging",435539.26,236989.29,379694.57,325657.59,305682.47,305682.47,305682.47,305682.47,305682.47,305682.47,305682.47,0,0,0,7670581.57,7670581.57,7670581.57,7670581.57,7670581.57,7670581.57,7670581.57,7670581.57,0.12,197
"422",340000,"3-4 Years","May-July","Ear Hanging",444439.35,240130.23,382190.48,329932.98,309349.41,309349.41,309349.41,309349.41,309349.41,309349.41,309349.41,0,0,0,7903041.38,7903041.38,7903041.38,7903041.38,7903041.38,7903041.38,7903041.38,7903041.38,0.12,201
"423",350000,"3-4 Years","May-July","Ear Hanging",445051.9,243719.96,386781.94,336303.92,315111.91,315111.91,315111.91,315111.91,315111.91,315111.91,315111.91,0,0,0,8135464.18,8135464.18,8135464.18,8135464.18,8135464.18,8135464.18,8135464.18,8135464.18,0.12,208
